"Schools_2006","lon","lat"
4750,133.775136,-25.274398
4741,148.8744888,-21.0486737
5023,138.5137217,-34.8954981
5085,138.613832,-34.854518
5233,138.8900659,-34.8074268
836,131.1401349,-12.5476127
5097,138.7040858,-34.8183744
5075,138.6764928,-34.8689266
5090,138.6965591,-34.8450957
5126,138.7266721,-34.7978361
5092,138.6840168,-34.8192845
5131,138.76936,-34.7947178
6501,115.9231471,-31.5382441
6084,116.0886704,-31.5660082
6069,116.005922,-31.7645555
6503,115.7575196,-31.1689573
6502,116.1832068,-31.2902068
6100,115.8965353,-31.9660425
2536,150.0722053,-35.6491178
2830,148.6001005,-32.1754247
2113,151.134494,-33.7934648
2030,151.2772841,-33.8579067
2114,151.0849848,-33.8089747
2449,152.6853649,-30.6133236
2085,151.2044159,-33.7293236
2138,151.0908086,-33.8462611
2447,152.8735247,-30.740808
2541,150.5936766,-34.8772295
2388,149.3800105,-30.3602829
2127,151.0675147,-33.840308
2070,151.1665377,-33.7785908
4212,153.4036287,-27.7918539
2840,144.4342138,-29.5392065
2622,149.7487272,-35.52059
2642,148.052689,-36.0220179
5108,138.6288642,-34.7552535
5095,138.613832,-34.8178472
5109,138.673985,-34.7692638
5096,138.6539268,-34.8068805
870,133.8768733,-23.7018903
5115,138.6890334,-34.6514466
5107,138.613832,-34.7811623
5081,138.6163371,-34.8899195
5290,140.7712393,-37.8256039
5277,140.8040271,-37.3768832
5280,140.265662,-37.4887446
5263,140.8248263,-37.294215
5291,140.7091777,-37.9551815
3304,141.3889736,-37.9678788
2671,147.3722545,-33.8840393
7054,147.2181098,-42.8994454
4301,152.8558773,-27.628802
4304,152.8088251,-27.6080535
4300,152.908824,-27.6453606
4305,152.7676633,-27.6372514
4303,152.8441133,-27.5938311
2280,151.6713386,-33.0223311
3201,145.1706992,-38.0975353
2305,151.7064109,-32.9274242
2284,151.6187438,-32.9524472
6070,116.0827607,-31.9226334
6073,116.165484,-31.9256022
6107,115.9645378,-32.0121014
6071,116.1004894,-31.8922583
6302,116.5137964,-32.022557
6083,116.2068354,-31.7311075
6072,116.1329888,-31.9142343
6076,116.1595761,-31.9956933
6051,115.9024493,-31.938255
6055,115.9822747,-31.8545729
6056,116.0532101,-31.8602523
4215,153.4036287,-27.965505
4217,153.4095259,-28.004695
4719,150.1184797,-25.1114621
4216,153.4036287,-27.9004034
4218,153.4213208,-28.0396814
4390,150.3040002,-28.5406528
4211,153.3222261,-27.995579
4879,145.6717627,-16.7705777
4227,153.3977316,-28.110678
4213,153.3347271,-28.142191
5110,138.56876,-34.7304381
5113,138.673985,-34.7049853
6052,115.884707,-31.915616
6401,116.749645,-31.5044585
6054,115.9408868,-31.9007183
6050,115.8699209,-31.9267875
6065,115.816684,-31.763241
6059,115.8699209,-31.8843665
6062,115.9054062,-31.8872484
6111,116.1832068,-32.1384821
6029,133.775136,-25.274398
6753,119.7889248,-22.9798905
6935,133.775136,-25.274398
6053,115.9172336,-31.9164799
4105,153.0259992,-27.535027
4121,153.0589533,-27.5223127
4102,153.0353622,-27.4956759
4077,152.9794406,-27.5951554
4103,153.032997,-27.5120542
4109,153.0559687,-27.5840406
4113,153.0795213,-27.5889518
4078,152.9617842,-27.6185546
4101,153.0118145,-27.4799195
4116,153.0499871,-27.6238851
4114,153.1030766,-27.6372491
4115,153.0336149,-27.6113884
4120,153.0479859,-27.5070097
4171,153.0589126,-27.4517481
2560,150.8144215,-34.2364674
2559,150.794076,-34.050553
2566,150.8493059,-34.0317453
2204,151.1548847,-33.9086291
2558,150.8057017,-34.0331927
2151,151.0180269,-33.7739537
2760,150.7737333,-33.7520107
871,133.775136,-25.274398
3015,144.8786231,-37.8352097
5118,138.739224,-34.5892749
5114,138.7794089,-34.7161335
3770,133.775136,-25.274398
3765,145.353065,-37.8083883
3138,145.3309395,-37.7822365
3775,145.3807298,-37.6158673
3116,145.3088196,-37.7373267
3799,145.8023118,-37.6990844
3777,145.5136433,-37.5848772
3140,145.3475331,-37.7643547
3115,145.2590707,-37.7347069
3152,145.220397,-37.8668518
3796,145.3917982,-37.7791563
3782,145.4582381,-37.9137981
2046,151.1315813,-33.8566687
2116,151.0384023,-33.8124093
2038,151.1723645,-33.8824062
2166,150.9365521,-33.8961316
2176,150.8783824,-33.8709405
2170,150.9190988,-33.9477825
7030,147.0214014,-42.1876915
7253,146.8934925,-41.0894117
7011,147.2330077,-42.7954134
7316,145.9953725,-41.2131788
7315,146.1037444,-41.3068098
7305,146.4590156,-41.3669133
7307,146.5081573,-41.2301525
7310,146.2018576,-41.3586159
2905,149.1099161,-35.4366428
2620,149.0123679,-35.631888
2902,133.775136,-25.274398
2607,149.0984358,-35.3639236
2611,148.7831534,-35.4477412
2619,149.2017971,-35.3831348
2904,149.0984358,-35.4135536
2903,149.0898262,-35.3987152
2906,149.0984358,-35.463155
2606,149.0898262,-35.3490795
7109,146.8775919,-43.267535
7112,147.1092455,-43.1426974
7117,147.020751,-43.3040071
7007,147.3230375,-42.9206944
7116,146.8904415,-43.1516532
7000,147.3100401,-42.8744692
7113,146.9848853,-43.0925056
7150,147.2679116,-43.3937074
2021,133.775136,-25.274398
2073,151.134494,-33.7627554
2087,151.2160726,-33.773259
2029,151.265623,-33.8754209
2025,151.2437606,-33.8865002
2074,151.1577979,-33.6867425
2100,151.2627078,-33.7645979
2120,151.0762495,-33.7274311
2135,151.0762495,-33.8808808
2067,151.1781916,-33.7969122
2088,151.2393885,-33.8303776
2069,151.195674,-33.7808794
5016,138.4937213,-34.8231111
2289,151.7064109,-32.9481404
2291,151.744414,-32.9497012
2304,151.7356433,-32.877603
2300,151.7795013,-32.9272155
2303,151.7502614,-32.9252332
2294,151.7663428,-32.9123334
2299,151.7034879,-32.9085765
2324,151.9111422,-32.6400424
2295,151.7999723,-32.8674273
2298,151.7210265,-32.9025199
2319,152.0048138,-32.7043146
2296,151.7458759,-32.9125002
5452,138.6489134,-33.9710045
5571,137.8822604,-34.3615548
5700,137.8624914,-32.6009669
5061,138.6063175,-34.9544679
5015,138.5037206,-34.8455742
5127,138.686525,-34.7996704
7250,147.0977983,-41.45012
7248,147.1446457,-41.3887982
7267,147.1333157,-41.2709385
7252,147.061503,-41.0866925
2756,150.7214362,-33.3137032
2758,150.535641,-33.5114239
5012,138.5437358,-34.8621629
5037,138.5512419,-34.9545329
5021,138.496221,-34.8722171
5039,138.5737662,-34.9844595
5084,138.5937955,-34.8553998
5007,138.571263,-34.9033293
5008,133.775136,-25.274398
5024,138.5137217,-34.9229531
2800,149.0582632,-33.2792017
2798,149.1271385,-33.4806818
2867,148.6915912,-32.9342431
4720,147.5532762,-24.0139022
2864,148.6687118,-33.353549
2799,149.265005,-33.5995926
2146,150.9569167,-33.7915266
6060,115.8462613,-31.9001174
6061,115.8462613,-31.8682916
6063,115.9408868,-31.8689096
6929,133.775136,-25.274398
6028,115.7279326,-31.7239719
6027,115.7693535,-31.752231
6026,115.798936,-31.8042538
6031,115.7693535,-31.6884631
6025,115.7456852,-31.7998382
6030,115.7220148,-31.6986683
4560,152.9323602,-26.6077924
4559,152.9665872,-26.6667341
4556,153.0500809,-26.6971583
4561,152.9554676,-26.5626224
4564,153.0795213,-26.6105931
4557,153.1010891,-26.6990471
4554,152.9617842,-26.7280729
4573,153.0879644,-26.5394151
4555,152.9559142,-26.6934868
4562,152.908824,-26.4941369
4575,153.1300249,-26.7230355
4552,152.7559043,-26.7346009
4558,153.0795213,-26.6541595
5033,138.5612516,-34.9403794
2473,153.4213208,-29.1102761
2472,153.3210837,-29.1481762
2470,152.9676695,-28.878424
2480,153.250355,-28.7665066
6285,115.3311689,-34.0060747
6225,116.2777073,-33.3775705
2483,153.5098019,-28.4536389
6290,115.1177654,-34.2819216
6288,115.2126293,-34.1779168
4312,152.4186279,-27.236469
4306,152.3095833,-26.9231696
6066,115.8935783,-31.836786
6064,115.8462613,-31.8364571
6006,115.8551339,-31.9273539
3050,144.9560212,-37.7987952
6022,115.8137261,-31.8514757
4112,153.0942431,-27.605579
4108,153.0206446,-27.5658223
4124,152.946986,-27.7420185
4123,153.1207447,-27.5812621
4110,153.0166574,-27.6166842
7018,147.3974377,-42.8727195
7173,147.6846018,-42.8403868
7017,147.3379482,-42.7007869
7015,147.3550909,-42.8394367
7019,147.4367555,-42.8951371
7010,147.2556802,-42.8372769
7025,147.4131838,-42.7346405
7020,147.4748606,-42.9517898
7170,147.4680759,-42.8507505
7009,147.3008839,-42.8418713
7176,147.791564,-42.7559134
7016,147.366961,-42.8037216
3806,145.3475331,-38.0264207
3168,145.1320653,-37.9211962
3802,145.2590707,-37.9780214
3805,145.3032906,-38.0302499
3171,145.1541397,-37.9473307
3175,145.2148736,-38.0191689
3174,145.1762197,-37.9641212
4825,138.3988186,-20.6905688
4325,133.775136,-25.274398
2081,151.1694511,-33.5769126
2077,151.0995447,-33.6924088
2079,151.125756,-33.6709087
2080,151.134494,-33.6500724
5167,138.4737282,-35.1530214
5168,138.5012206,-35.1621961
5013,138.5437358,-34.8438433
5011,138.5337293,-34.8854877
5009,138.5512419,-34.8950354
5014,138.5137217,-34.8680352
5018,138.4937213,-34.7773088
5019,138.4812248,-34.8476837
2486,153.4744054,-28.2187657
4225,153.5127518,-28.164389
2485,153.5157018,-28.178556
2809,148.3945107,-34.0414059
2594,148.0982046,-34.2563299
2586,148.8289611,-34.4652711
2587,148.3260629,-34.6013985
4680,151.2463137,-23.8783576
3059,144.8841246,-37.6454887
3073,145.0107588,-37.7118644
3076,145.016269,-37.6341341
3058,144.9666905,-37.7343488
3764,144.9171412,-37.2531649
3021,144.8016402,-37.7435941
4053,152.9853264,-27.3957404
4030,153.0340375,-27.4230215
4051,152.9882693,-27.4261914
3028,144.7796581,-37.8760399
3838,133.775136,-25.274398
3730,145.8913207,-36.0520717
3722,146.1365456,-37.0313019
3145,145.0548502,-37.8763981
3161,145.0190242,-37.8712631
3187,145.0190242,-37.9179439
3144,145.0355574,-37.8535148
3186,144.9997396,-37.9044002
3191,145.0135139,-37.9533967
3184,144.9859676,-37.878722
3000,144.963937,-37.8152065
3996,145.7800733,-38.6086874
3185,145.0080039,-37.8862009
3179,145.220397,-37.9042587
4506,152.9264759,-27.133839
4505,152.9727474,-27.1544509
4510,152.9518951,-27.0796844
4511,153.0834039,-27.066757
4516,152.9607727,-27.0367308
4504,152.9655318,-27.2015813
4512,152.8499952,-27.014804
4517,153.0265315,-26.953469
4551,153.1359352,-26.7977396
4507,153.1325243,-26.9861003
4508,153.0206446,-27.1859323
4503,152.9926352,-27.2508424
5010,138.5637543,-34.8612941
2605,149.0898262,-35.3341832
2914,149.1386215,-35.1615038
2603,149.1328799,-35.3239832
2604,149.1529768,-35.3321319
2900,149.0668705,-35.4170279
6014,115.8018941,-31.9389216
6018,115.7871034,-31.8917374
6019,115.7634366,-31.896864
6023,115.7752703,-31.8306124
6016,115.8373885,-31.920607
6021,115.8107681,-31.8759953
6477,117.9717606,-30.8013241
6485,117.4086488,-31.1854805
6518,115.3785719,-29.873483
6446,121.7195459,-33.1836614
2850,149.5642369,-32.5593561
6150,115.8373885,-32.0584003
6171,115.8285153,-32.3222184
6153,115.8433037,-32.0253285
6162,115.7663951,-32.068544
6154,115.8255575,-32.0397876
6156,115.8018941,-32.0396369
6149,115.8580914,-32.0671284
4054,152.9549828,-27.4119662
4169,153.0412496,-27.4806276
4035,152.9794406,-27.3565346
4405,151.2660028,-27.1944148
2478,153.5570056,-28.8529354
4061,152.9382447,-27.4401591
4059,153.0059279,-27.4515704
4060,152.9823835,-27.4412376
4075,152.9823847,-27.5443032
4068,152.973555,-27.5017624
4065,152.9764978,-27.461705
4055,152.9323602,-27.3901209
4600,152.215754,-26.1229125
2230,151.1461455,-34.0621862
2071,151.1665377,-33.7632319
2075,151.1694511,-33.7204426
2103,151.3064407,-33.6757024
5640,136.400872,-33.5787333
5603,136.2474381,-33.8733858
5473,138.37886,-33.2582737
5604,136.3049196,-34.0614409
5642,136.1326778,-33.5692877
2880,141.6834275,-30.5512963
850,NA,NA
4670,152.3593807,-24.8822309
853,NA,NA
851,NA,NA
2680,145.9358581,-34.394413
2705,146.3376699,-34.4808824
2714,145.3585972,-35.7249968
2700,146.2929381,-34.9767465
2703,146.3936145,-34.6260147
2707,145.7578403,-34.8075597
2665,146.8311117,-34.3566955
2669,146.6513853,-33.6678012
2711,144.4342138,-33.9871774
2681,146.1588712,-34.1102303
4570,152.6705427,-26.1882554
812,NA,NA
832,NA,NA
828,NA,NA
2790,150.1647697,-33.495962
2845,150.0606392,-33.4174224
2776,150.5501477,-33.6863276
2785,150.2458144,-33.7110343
2911,149.1357507,-35.2129421
2601,149.1213974,-35.2809942
7249,147.1575845,-41.4740678
7212,147.4572613,-41.5934307
7300,147.2320073,-41.627092
7301,147.0767717,-41.6061044
7050,133.775136,-25.274398
4413,150.7679216,-26.3724452
6728,125.5657862,-17.0965983
6751,117.5495846,-22.7235265
6008,115.8137261,-31.9575626
6407,117.2205771,-31.5666837
6725,122.7181375,-18.9833384
6507,115.5681084,-30.6953762
6020,115.7516025,-31.825112
6460,116.8439147,-31.2289795
6009,115.8107681,-31.9820615
6353,118.5797981,-33.0376774
6007,115.8373885,-31.9365146
6321,117.5026174,-34.2500507
6015,115.7634366,-31.9393057
4630,151.1241149,-24.8662907
5047,138.5537441,-35.0310331
7008,147.2858972,-42.8667403
7004,147.2829703,-42.8954918
7184,147.7373056,-43.1737113
7177,147.8054144,-42.8784013
7140,146.5885592,-42.5170721
7306,146.0234118,-41.6653269
4501,152.9823835,-27.2838811
4500,152.9323602,-27.3033237
4502,152.9706122,-27.2651516
7021,147.4888173,-42.9042835
7022,147.4263497,-43.0329872
2533,150.7795452,-34.6635132
2783,150.4370338,-33.7256417
2540,150.5976674,-35.1516626
2534,150.7911697,-34.7373565
2152,150.9918338,-33.7902573
4868,145.7464633,-16.9678678
4870,145.7405497,-16.918648
4865,145.7847472,-17.0923129
4869,145.7448496,-17.0187557
4350,151.9533185,-27.5564884
6105,115.9586253,-31.9657302
3977,145.2811778,-38.1347885
3976,145.2756505,-38.0349647
3975,145.2424941,-38.0704681
3400,142.1806128,-36.7204107
3401,142.2762322,-36.9503512
3409,141.8100218,-36.8127092
3414,142.0639245,-36.314886
3319,141.0540674,-36.8910613
3280,142.4678659,-38.3603292
837,NA,NA
6152,115.8699209,-32.0115829
6151,115.8699209,-31.9797919
6420,118.626479,-31.8213678
6155,115.91132,-32.0819784
6157,115.7841452,-32.0381954
6461,117.0323305,-31.101742
6415,118.3461948,-31.6384222
6369,118.9528645,-32.1158025
6110,116.0295671,-32.0772258
6122,116.0650307,-32.2702417
6112,116.005922,-32.1670352
3131,145.1762197,-37.8239091
3129,145.1210303,-37.8052948
2450,152.9676695,-30.16526
2456,153.1325243,-30.0520062
4701,150.5501151,-23.3500536
4133,153.1030766,-27.7240022
4340,152.4973826,-27.7418746
2144,151.0296696,-33.8485157
2037,151.1840188,-33.8802599
2131,151.125756,-33.8909735
2132,151.114106,-33.8828873
2257,151.3385191,-33.5220832
5556,137.6553601,-33.8904356
4621,152.0282394,-25.4760129
4677,151.5580962,-24.3287726
4674,151.9345555,-24.5002555
4660,152.3095833,-25.1854347
2575,150.3500838,-34.358075
2576,150.4660289,-34.5304441
2577,150.4428323,-34.6253671
2579,150.1647697,-34.7125661
4352,151.9470976,-27.4595003
4387,151.0800137,-28.4158556
845,NA,NA
4490,145.6689636,-28.1112414
4358,151.8569756,-27.7118713
4480,143.7369154,-26.7342767
4361,151.8409214,-27.943502
4344,152.1238169,-27.5496811
2164,150.9132815,-33.8492918
2171,150.8434913,-33.9333763
2168,150.8783824,-33.9117729
2602,149.1328799,-35.2544049
2582,148.8289611,-34.9445333
2621,149.4490642,-35.4176011
2710,144.9611836,-35.247342
3810,145.4693163,-38.0578366
3912,145.2148736,-38.2242212
3918,145.165179,-38.3329437
3913,145.1706992,-38.2651079
3915,145.1265477,-38.3059216
2145,150.9481887,-33.8173961
2148,150.9016476,-33.7849921
2147,150.9365521,-33.7632936
2766,150.8493059,-33.8072744
2761,150.8434913,-33.7393563
2763,150.8900145,-33.7206583
2160,150.9831038,-33.8365794
3630,145.5579927,-36.4615673
3631,145.4693163,-36.4324574
3634,145.4250118,-36.2266803
3633,145.480396,-36.2927129
4820,146.2585756,-20.0762578
4824,140.3481835,-19.9853306
4798,148.7717042,-20.8119331
4850,146.1622593,-18.6498411
4875,142.2193697,-10.5799693
3090,145.1099967,-37.670486
3049,144.8896264,-37.6707522
3046,144.9336544,-37.7044261
861,NA,NA
860,NA,NA
3041,144.9006313,-37.7306079
3040,144.9006313,-37.7493029
3033,144.8566207,-37.7343192
3039,144.9198932,-37.7675363
3055,144.9419122,-37.761
3043,144.8786231,-37.7044206
3034,144.8648709,-37.7628247
4605,151.8409214,-26.1309297
4606,151.8175207,-26.277494
4419,150.1184797,-25.9692426
4613,151.6024678,-26.1648642
4601,152.0666213,-26.1833489
4612,151.6931283,-26.1759151
4074,152.9264759,-27.5569601
4069,152.8970569,-27.5020161
4066,152.9917027,-27.4756536
4067,153.0000416,-27.4991588
4070,152.8676421,-27.5554476
4810,147.0379125,-19.35682
6160,115.7604781,-32.0539328
6123,116.0000104,-32.2898615
6148,115.8965353,-32.0349098
4814,146.7552341,-19.2878252
4816,145.1375834,-21.1851758
4815,146.7244769,-19.3884456
4817,146.6060735,-19.3321474
2820,149.0123679,-32.5743502
2831,146.741207,-31.038393
2824,147.825395,-31.3469752
2823,148.0982046,-31.8320618
2357,149.1960526,-31.3085444
4422,149.7487272,-27.5894981
2866,148.96649,-32.9287927
2829,148.4629997,-30.7820705
2795,149.5642369,-33.5390607
2877,146.382423,-32.8686201
2792,148.9894267,-33.6046193
2104,151.2889461,-33.6610245
2107,151.321021,-33.6357749
2106,151.3122727,-33.6566564
2099,151.2860306,-33.7500081
2108,133.775136,-25.274398
822,NA,NA
6514,115.0228736,-30.0107238
6516,115.1177654,-30.2938314
6172,115.7516025,-32.3760083
4650,152.695998,-25.5350235
4210,153.2805288,-27.9336003
4655,152.8235456,-25.2965245
4380,151.6538052,-28.7588427
4377,151.9755424,-28.5906027
4378,151.9666314,-28.6167522
4376,151.9490005,-28.5513492
4703,150.7333257,-23.1334578
4383,151.9462633,-28.9427218
4381,151.8774985,-28.7388192
4382,151.8643252,-28.8279553
6104,115.9290605,-31.9456987
6057,116.0118335,-31.948787
6101,115.9083631,-31.9846562
6102,115.9083631,-32.0058457
4018,153.0441933,-27.3428542
4017,153.0339889,-27.3190241
4036,153.0088712,-27.3138088
4019,153.0912986,-27.2439947
4034,153.0441933,-27.3645676
4020,153.1060212,-27.2171518
4014,153.0912986,-27.3743379
5554,137.7243139,-34.0020113
5555,137.8032284,-33.8149381
5560,138.0406759,-33.9141345
5558,137.625836,-34.1251832
3064,144.9391595,-37.5424079
3756,144.9832134,-37.4071549
6169,115.7693535,-32.32457
2084,151.2219013,-33.6363689
2068,151.20733,-33.7992003
2072,151.1548847,-33.7551473
2063,151.2189869,-33.8123999
7290,147.0610516,-41.5100237
7291,147.0184513,-41.5489842
5343,140.534262,-34.3722813
5345,140.4514913,-34.2654444
5344,140.5446161,-34.2730065
5346,140.4153139,-34.2374624
5342,140.5756887,-34.2003327
2653,148.052689,-35.7869336
4410,151.10998,-26.7813787
