postcode,metro,regional,remote,postcode_4digit,lon,lat
4001,1,0,0,4001,Unknown,Unknown
4002,1,0,0,4002,Unknown,Unknown
4003,1,0,0,4003,Unknown,Unknown
4004,1,0,0,4004,Unknown,Unknown
4005,1,0,0,4005,153.0471371,-27.4655769
4006,1,0,0,4006,153.0345152,-27.4500534
4007,1,0,0,4007,153.0648006,-27.4366918
4008,1,0,0,4008,153.1207447,-27.3858666
4009,1,0,0,4009,153.0829858,-27.4330179
4010,1,0,0,4010,153.0427215,-27.4307455
4011,1,0,0,4011,153.0589126,-27.4191871
4012,1,0,0,4012,153.0479657,-27.3930139
4013,1,0,0,4013,153.0706888,-27.3944936
4014,1,0,0,4014,153.0912986,-27.3743379
4015,1,0,0,4015,Unknown,Unknown
4017,1,0,0,4017,153.0339889,-27.3190241
4018,1,0,0,4018,153.0441933,-27.3428542
4019,1,0,0,4019,153.0912986,-27.2439947
4020,1,0,0,4020,153.1060212,-27.2171518
4021,1,0,0,4021,153.0824656,-27.223156
4022,1,0,0,4022,153.0527075,-27.2144286
4025,0,0,1,4025,153.4154233,-27.0873207
4029,1,0,0,4029,153.0272674,-27.4471992
4030,1,0,0,4030,153.0340375,-27.4230215
4031,1,0,0,4031,153.0294751,-27.4076416
4032,1,0,0,4032,153.023588,-27.3847107
4034,1,0,0,4034,153.0441933,-27.3645676
4035,1,0,0,4035,152.9794406,-27.3565346
4036,1,0,0,4036,153.0088712,-27.3138088
4037,1,0,0,4037,152.9353024,-27.3392025
4041,1,0,0,4041,Unknown,Unknown
4051,1,0,0,4051,152.9882693,-27.4261914
4052,1,0,0,4052,Unknown,Unknown
4053,1,0,0,4053,152.9853264,-27.3957404
4054,1,0,0,4054,152.9549828,-27.4119662
4055,1,0,0,4055,152.9323602,-27.3901209
4059,1,0,0,4059,153.0059279,-27.4515704
4060,1,0,0,4060,152.9823835,-27.4412376
4061,1,0,0,4061,152.9382447,-27.4401591
4063,1,0,0,4063,Unknown,Unknown
4064,1,0,0,4064,153.0000416,-27.4611923
4065,1,0,0,4065,152.9764978,-27.461705
4066,1,0,0,4066,152.9917027,-27.4756536
4067,1,0,0,4067,153.0000416,-27.4991588
4068,1,0,0,4068,152.973555,-27.5017624
4069,0.9823,0.0177,0,4069,152.8970569,-27.5020161
4070,1,0,0,4070,152.8676421,-27.5554476
4071,1,0,0,4071,Unknown,Unknown
4072,1,0,0,4072,153.0132861,-27.4978543
4073,1,0,0,4073,152.9529566,-27.5435374
4074,1,0,0,4074,152.9264759,-27.5569601
4075,1,0,0,4075,152.9823847,-27.5443032
4076,1,0,0,4076,152.9264759,-27.5786368
4077,1,0,0,4077,152.9794406,-27.5951554
4078,1,0,0,4078,152.9617842,-27.6185546
4079,1,0,0,4079,NA,NA
4090,1,0,0,4090,Unknown,Unknown
4101,1,0,0,4101,153.0118145,-27.4799195
4102,1,0,0,4102,153.0353622,-27.4956759
4103,1,0,0,4103,153.032997,-27.5120542
4104,1,0,0,4104,153.0149526,-27.5140455
4105,1,0,0,4105,153.0259992,-27.535027
4106,1,0,0,4106,153.0000416,-27.5533851
4107,1,0,0,4107,153.0353622,-27.5499147
4108,1,0,0,4108,153.0206446,-27.5658223
4109,1,0,0,4109,153.0559687,-27.5840406
4110,1,0,0,4110,153.0166574,-27.6166842
4111,1,0,0,4111,153.0559687,-27.5515001
4112,1,0,0,4112,153.0942431,-27.605579
4113,1,0,0,4113,153.0795213,-27.5889518
4114,1,0,0,4114,153.1030766,-27.6372491
4115,1,0,0,4115,153.0336149,-27.6113884
4116,1,0,0,4116,153.0499871,-27.6238851
4117,1,0,0,4117,153.0795213,-27.6431814
4118,1,0,0,4118,153.0500809,-27.6749806
4119,1,0,0,4119,153.1119105,-27.6092593
4120,1,0,0,4120,153.0479859,-27.5070097
4121,1,0,0,4121,153.0589533,-27.5223127
4122,1,0,0,4122,153.0912986,-27.5480097
4123,1,0,0,4123,153.1207447,-27.5812621
4124,0.8252,0.1748,0,4124,152.946986,-27.7420185
4125,1,0,0,4125,153.0441933,-27.7225265
4127,1,0,0,4127,153.1443045,-27.629563
4128,1,0,0,4128,153.1737578,-27.6519632
4129,1,0,0,4129,153.1884859,-27.6848624
4130,1,0,0,4130,153.2267554,-27.6740515
4131,1,0,0,4131,153.1384143,-27.666306
4132,1,0,0,4132,153.0912986,-27.6781718
4133,0.779,0.221,0,4133,153.1030766,-27.7240022
4151,1,0,0,4151,153.0619877,-27.5009968
4152,1,0,0,4152,153.1030766,-27.5070527
4153,1,0,0,4153,153.1354693,-27.511066
4154,1,0,0,4154,153.161976,-27.486707
4155,1,0,0,4155,153.1559725,-27.5139687
4156,1,0,0,4156,153.1630145,-27.5589679
4157,1,0,0,4157,153.1979543,-27.5819961
4158,1,0,0,4158,153.2002692,-27.4864891
4159,1,0,0,4159,153.2208914,-27.4880371
4160,1,0,0,4160,153.2390188,-27.4869721
4161,1,0,0,4161,153.220588,-27.522958
4163,1,0,0,4163,153.2667742,-27.5334347
4164,1,0,0,4164,153.2621415,-27.5671583
4165,0.7954,0.2046,0,4165,153.2999867,-27.5833177
4168,1,0,0,4168,Unknown,Unknown
4169,1,0,0,4169,153.0412496,-27.4806276
4170,1,0,0,4170,153.0750052,-27.4620175
4171,1,0,0,4171,153.0589126,-27.4517481
4172,1,0,0,4172,153.1030766,-27.452781
4173,1,0,0,4173,153.1295793,-27.4718491
4174,1,0,0,4174,153.1295793,-27.4447063
4178,1,0,0,4178,153.17369,-27.4437553
4179,1,0,0,4179,153.1833308,-27.4666718
4183,0,0,1,4183,153.4000698,-27.4999713
4184,0,1,0,4184,153.3551435,-27.6120425
4201,1,0,0,4201,Unknown,Unknown
4202,1,0,0,4202,Unknown,Unknown
4203,1,0,0,4203,Unknown,Unknown
4204,1,0,0,4204,Unknown,Unknown
4205,1,0,0,4205,153.1590306,-27.6895821
4206,1,0,0,4206,Unknown,Unknown
4207,0.8922,0.1078,0,4207,153.2061661,-27.7319516
4208,1,0,0,4208,153.2857165,-27.7674471
4209,1,0,0,4209,153.2992885,-27.852293
4210,1,0,0,4210,153.2805288,-27.9336003
4211,1,0,0,4211,153.3222261,-27.995579
4212,1,0,0,4212,153.4036287,-27.7918539
4213,1,0,0,4213,153.3347271,-28.142191
4214,1,0,0,4214,153.3623524,-27.9623616
4215,1,0,0,4215,153.4036287,-27.965505
4216,1,0,0,4216,153.4036287,-27.9004034
4217,1,0,0,4217,153.4095259,-28.004695
4218,1,0,0,4218,153.4213208,-28.0396814
4219,1,0,0,4219,153.438277,-28.1116562
4220,1,0,0,4220,153.4331163,-28.0963527
4221,1,0,0,4221,153.4543191,-28.1288855
4222,1,0,0,4222,153.3807784,-27.9627982
4223,1,0,0,4223,153.4341362,-28.1700418
4224,1,0,0,4224,153.4919105,-28.1469507
4225,1,0,0,4225,153.5127518,-28.164389
4226,1,0,0,4226,153.3859379,-28.0648601
4227,1,0,0,4227,153.3977316,-28.110678
4228,1,0,0,4228,153.4285672,-28.1404831
4229,1,0,0,4229,153.4161605,-28.0745318
4230,1,0,0,4230,153.3852008,-28.077581
4270,0,1,0,4270,153.1236742,-27.8856135
4271,0,1,0,4271,153.206161,-27.9162702
4272,0,1,0,4272,153.1973233,-27.9496437
4275,0,1,0,4275,153.1796489,-28.0380223
4280,0.1761,0.8239,0,4280,153.0383059,-27.835059
4285,0,1,0,4285,152.9676695,-28.0150124
4287,0,1,0,4287,152.8029443,-28.2608723
4300,1,0,0,4300,152.908824,-27.6453606
4301,1,0,0,4301,152.8558773,-27.628802
4303,1,0,0,4303,152.8441133,-27.5938311
4304,1,0,0,4304,152.8088251,-27.6080535
4305,1,0,0,4305,152.7676633,-27.6372514
4306,0.5626,0.4374,0,4306,152.3095833,-26.9231696
4307,0,1,0,4307,152.6148504,-27.8318494
4309,0,1,0,4309,152.6230662,-27.9433107
4310,0,1,0,4310,152.6853649,-28.0413603
4311,0,1,0,4311,152.4269361,-27.4025873
4312,0,1,0,4312,152.4186279,-27.236469
4313,0,1,0,4313,152.3762221,-27.0874883
4315,0,1,0,4315,Unknown,Unknown
4340,0,1,0,4340,152.4973826,-27.7418746
4341,0,1,0,4341,152.333048,-27.6849335
4342,0,1,0,4342,152.4621561,-27.4857911
4343,0,1,0,4343,152.2799511,-27.5635723
4344,0,1,0,4344,152.1238169,-27.5496811
4345,0,1,0,4345,152.3389146,-27.5512406
4346,0,1,0,4346,152.5941917,-27.5659238
4347,0,1,0,4347,152.1904182,-27.5912673
4350,0,1,0,4350,151.9533185,-27.5564884
4352,0,1,0,4352,151.9470976,-27.4595003
4353,0,1,0,4353,151.8760283,-27.2083514
4354,0,1,0,4354,151.8643252,-27.3244055
4355,0,1,0,4355,152.0545612,-27.2609101
4356,0,1,0,4356,151.5603244,-27.6233205
4357,0,1,0,4357,151.0471355,-27.8934129
4358,0,1,0,4358,151.8569756,-27.7118713
4359,0,1,0,4359,151.9066549,-27.78646
4360,0,1,0,4360,151.9028584,-27.8545522
4361,0,1,0,4361,151.8409214,-27.943502
4362,0,1,0,4362,151.9831687,-28.0334119
4363,0,1,0,4363,151.7155622,-27.6834647
4364,0,1,0,4364,151.4513347,-27.7569394
4365,0,1,0,4365,151.5836897,-28.0364199
4370,0,1,0,4370,152.0281585,-28.215734
4371,0,1,0,4371,152.333048,-28.1592715
4372,0,1,0,4372,152.2476363,-28.2914624
4373,0,1,0,4373,152.2960993,-28.3431907
4374,0,1,0,4374,151.9711114,-28.4893282
4375,0,1,0,4375,151.9489674,-28.519717
4376,0,1,0,4376,151.9490005,-28.5513492
4377,0,1,0,4377,151.9755424,-28.5906027
4378,0,1,0,4378,151.9666314,-28.6167522
4380,0,1,0,4380,151.6538052,-28.7588427
4381,0,1,0,4381,151.8774985,-28.7388192
4382,0,1,0,4382,151.8643252,-28.8279553
4383,0,1,0,4383,151.9462633,-28.9427218
4384,0,1,0,4384,151.1859873,-28.7213662
4385,0,0,1,4385,151.0707902,-28.8427232
4387,0,1,0,4387,151.0800137,-28.4158556
4388,0,1,0,4388,150.753252,-28.5736169
4390,0,0.9699,0.0301,4390,150.3040002,-28.5406528
4400,0,1,0,4400,151.797,-27.496
4401,0,1,0,4401,151.7473377,-27.3203817
4402,0,1,0,4402,151.8175207,-26.9690985
4403,0,1,0,4403,151.592059,-27.3710071
4404,0,1,0,4404,151.4668962,-27.3446354
4405,0,1,0,4405,151.2660028,-27.1944148
4406,0,0,1,4406,150.3037323,-27.7210976
4407,0,1,0,4407,151.1982604,-27.5330018
4408,0,1,0,4408,151.3035248,-26.8136945
4410,0,1,0,4410,151.10998,-26.7813787
4411,0,1,0,4411,151.0005643,-26.8110238
4412,0,1,0,4412,150.7911697,-26.9142824
4413,0,0.9605,0.0395,4413,150.7679216,-26.3724452
4415,0,0.8608,0.1392,4415,150.3037323,-26.5252094
4416,0,0.6727,0.3273,4416,150.1341328,-26.9267532
4417,0,0,1,4417,149.0675595,-27.1542602
4418,0,0,1,4418,150.0953406,-26.2422842
4419,0,0,1,4419,150.1184797,-25.9692426
4420,0,0,1,4420,149.6564494,-25.43651
4421,0,0.9284,0.0716,4421,150.5175918,-27.0745513
4422,0,0,1,4422,149.7487272,-27.5894981
4423,0,0,1,4423,Unknown,Unknown
4424,0,0,1,4424,149.9835959,-26.6413968
4425,0,0,1,4425,149.7948904,-26.7068322
4426,0,0,1,4426,149.6103349,-26.6635632
4427,0,0,1,4427,149.3841339,-26.6167701
4428,0,0,1,4428,149.2420166,-26.491408
4454,0,0,1,4454,148.1892921,-25.4338215
4455,0,0.8162,0.1838,4455,148.7871121,-26.5713754
4461,0,0,1,4461,148.3602816,-26.6483957
4462,0,0,1,4462,148.1871278,-26.5491999
4465,0,0,1,4465,147.9737653,-26.4853725
4467,0,0,1,4467,147.5445034,-26.4455732
4468,0,0,1,4468,147.0111681,-26.569158
4470,0,0,1,4470,146.0249982,-26.2260696
4471,0,0,1,4471,145.9135867,-27.7477666
4472,0,0,1,4472,145.3143491,-24.7102231
4474,0,0,1,4474,145.0175722,-26.5888103
4475,0,0,1,4475,145.0142027,-26.6292813
4477,0,0,1,4477,146.5833663,-25.7999814
4478,0,0,1,4478,146.382423,-24.9865124
4479,0,0,1,4479,145.5801757,-26.6853236
4480,0,0,1,4480,143.7369154,-26.7342767
4481,0,0,1,4481,142.6547585,-25.42058
4482,0,0,1,4482,139.2030851,-25.4665415
4486,0,0,1,4486,148.2284289,-28.5818815
4487,0,0,1,4487,148.5866384,-28.042334
4488,0,0,1,4488,147.1013188,-28.1767542
4489,0,0,1,4489,146.1142253,-27.3280856
4490,0,0,1,4490,145.6689636,-28.1112414
4491,0,0,1,4491,145.0493375,-28.1790962
4492,0,0,1,4492,143.045893,-27.8201
4493,0,0,1,4493,144.409873,-28.9972216
4494,0,0,1,4494,149.6576367,-28.4240283
4496,0,0,1,4496,149.3339956,-28.4615936
4497,0,0,1,4497,148.8673144,-28.6370311
4498,0,0,1,4498,149.8707851,-28.4175022
4500,0.9711,0.0289,0,4500,152.9323602,-27.3033237
4501,1,0,0,4501,152.9823835,-27.2838811
4502,1,0,0,4502,152.9706122,-27.2651516
4503,0.9417,0.0583,0,4503,152.9926352,-27.2508424
4504,0.5601,0.4399,0,4504,152.9655318,-27.2015813
4505,0.7685,0.2315,0,4505,152.9727474,-27.1544509
4506,0.4485,0.5515,0,4506,152.9264759,-27.133839
4507,0,1,0,4507,153.1325243,-26.9861003
4508,1,0,0,4508,153.0206446,-27.1859323
4509,1,0,0,4509,153.0265315,-27.2360306
4510,0.0512,0.9488,0,4510,152.9518951,-27.0796844
4511,0,1,0,4511,153.0834039,-27.066757
4512,0,1,0,4512,152.8499952,-27.014804
4514,0,1,0,4514,152.7779946,-26.9550035
4515,0,1,0,4515,152.4973826,-26.789344
4516,0,1,0,4516,152.9607727,-27.0367308
4517,0,1,0,4517,153.0265315,-26.953469
4518,0,1,0,4518,152.9323602,-26.9123315
4519,0,1,0,4519,152.8970569,-26.8507005
4520,0,1,0,4520,152.8676186,-27.37121
4521,0,1,0,4521,152.8029443,-27.1352804
4550,0,1,0,4550,152.9666291,-26.8000383
4551,1,0,0,4551,153.1359352,-26.7977396
4552,0,1,0,4552,152.7559043,-26.7346009
4553,0,1,0,4553,153.0167101,-26.7664958
4554,0,1,0,4554,152.9617842,-26.7280729
4555,1,0,0,4555,152.9559142,-26.6934868
4556,1,0,0,4556,153.0500809,-26.6971583
4557,1,0,0,4557,153.1010891,-26.6990471
4558,1,0,0,4558,153.0795213,-26.6541595
4559,1,0,0,4559,152.9665872,-26.6667341
4560,0,1,0,4560,152.9323602,-26.6077924
4561,0,1,0,4561,152.9554676,-26.5626224
4562,0,1,0,4562,152.908824,-26.4941369
4563,0,1,0,4563,152.8852905,-26.4240134
4564,1,0,0,4564,153.0795213,-26.6105931
4565,1,0,0,4565,152.9912123,-26.303935
4566,1,0,0,4566,153.0505806,-26.4134913
4567,1,0,0,4567,153.1018054,-26.4065351
4568,0,1,0,4568,152.8559985,-26.3629933
4569,0,1,0,4569,152.8088251,-26.3376411
4570,0,1,0,4570,152.6705427,-26.1882554
4571,0,1,0,4571,152.8747229,-26.2633136
4572,1,0,0,4572,153.1045489,-26.6715056
4573,1,0,0,4573,153.0879644,-26.5394151
4574,0,1,0,4574,152.7794229,-26.5872796
4575,1,0,0,4575,153.1300249,-26.7230355
4578,0,1,0,4578,Unknown,Unknown
4580,0,1,0,4580,153.0618566,-26.0346017
4581,0,1,0,4581,153.1560853,-25.2663148
4600,0,1,0,4600,152.232,-26.076
4601,0,1,0,4601,152.0666213,-26.1833489
4605,0,1,0,4605,151.8409214,-26.1309297
4606,0,1,0,4606,151.8175207,-26.277494
4608,0,1,0,4608,151.7473377,-26.3706839
4610,0,1,0,4610,151.84313,-26.5397645
4611,0,1,0,4611,151.7513469,-26.1555562
4612,0,1,0,4612,151.6931283,-26.1759151
4613,0,1,0,4613,151.6024678,-26.1648642
4614,0,1,0,4614,151.9774802,-26.8392162
4615,0,1,0,4615,152.0048138,-26.6635867
4617,0,1,0,4617,Unknown,Unknown
4620,0,1,0,4620,152.3095833,-25.6207597
4621,0,1,0,4621,152.0282394,-25.4760129
4625,0,1,0,4625,151.6070583,-25.6051205
4626,0,0.8183,0.1817,4626,151.0471355,-25.8311568
4627,0,0.6956,0.3044,4627,151.1215391,-25.3721972
4630,0,1,0,4630,151.1241149,-24.8662907
4650,0,0.9567,0.0433,4650,152.695998,-25.5350235
4653,0,1,0,4653,Unknown,Unknown
4655,0,1,0,4655,152.8235456,-25.2965245
4659,0,1,0,4659,152.6148504,-25.2686005
4660,0,1,0,4660,152.3095833,-25.1854347
4662,0,1,0,4662,152.5952794,-25.3472258
4670,0,1,0,4670,152.3593807,-24.8822309
4671,0,1,0,4671,151.9554405,-24.9910749
4673,0,1,0,4673,152.0516681,-24.7197
4674,0,1,0,4674,151.9345555,-24.5002555
4676,0,1,0,4676,151.6538052,-24.6172263
4677,0,1,0,4677,151.5580962,-24.3287726
4678,0,1,0,4678,151.6244968,-24.0837943
4680,0,0.9888,0.0112,4680,151.2463137,-23.8783576
4694,0,1,0,4694,151.1170184,-23.7919288
4695,0,1,0,4695,150.9783868,-23.810368
4697,0,1,0,4697,150.7911697,-23.8116708
4699,0,1,0,4699,150.6285091,-23.6268212
4700,0,0.9783,0.0217,4700,150.5004652,-23.3762489
4701,0,1,0,4701,150.5501151,-23.3500536
4702,0,0.795,0.205,4702,149.3303348,-23.6457869
4703,0,1,0,4703,150.7333257,-23.1334578
4704,0,1,0,4704,150.361674,-23.129409
4705,0,0,1,4705,149.1960526,-22.5108293
4706,0,1,0,4706,149.7487272,-22.6263321
4707,0,0,1,4707,149.5358038,-22.3455275
4709,0,0,1,4709,148.343171,-23.0351671
4710,0,1,0,4710,150.8260487,-23.2673695
4711,0,1,0,4711,150.466, -23.279
4712,0,1,0,4712,149.6727487,-23.7177729
4713,0,1,0,4713,149.4567101,-24.1327416
4714,0,1,0,4714,150.3965401,-23.6436045
4715,0,1,0,4715,150.3037323,-24.6360972
4716,0,1,0,4716,150.5747799,-24.4872826
4717,0,1,0,4717,148.8799357,-23.5831866
4718,0,0.9124,0.0876,4718,149.9744783,-24.5729805
4719,0,0.4366,0.5634,4719,150.1184797,-25.1114621
4720,0,0.942,0.058,4720,147.5532762,-24.0139022
4721,0,0,1,4721,147.6290138,-22.8318768
4722,0,0,1,4722,148.0873152,-24.1146499
4723,0,0,1,4723,148.0242583,-23.0806588
4724,0,0,1,4724,146.6333144,-23.6500118
4725,0,0,1,4725,145.3143491,-23.7152324
4726,0,0,1,4726,145.242794,-22.9708603
4727,0,0,1,4727,144.5218074,-23.5933447
4728,0,0,1,4728,145.9746196,-23.2580471
4730,0,0,1,4730,143.2180495,-23.8164969
4731,0,0,1,4731,144.2593118,-24.4286407
4732,0,0,1,4732,144.5478689,-22.5944511
4733,0,0,1,4733,143.2180495,-22.1870756
4735,0,0,1,4735,141.7258239,-23.3216584
4736,0,0,1,4736,143.2180495,-25.118917
4737,0,1,0,4737,149.2167555,-21.4226027
4738,0,1,0,4738,149.2420166,-21.62205
4739,0,0,1,4739,149.3339956,-21.8119895
4740,0,1,0,4740,149.1271385,-21.1499948
4741,0,0.7978,0.2022,4741,148.8744888,-21.0486737
4742,0,0,1,4742,148.4629997,-21.6738504
4743,0,0,1,4743,148.1144193,-21.3539003
4744,0,0.9263,0.0737,4744,147.825395,-21.9614108
4745,0,0,1,4745,148.2804541,-22.4848385
4746,0,0,1,4746,148.6983715,-22.8139627
4750,0,1,0,4750,149.1443634,-21.0306595
4751,0,1,0,4751,149.0556384,-21.1629333
4753,0,1,0,4753,148.9512029,-21.1463311
4754,0,1,0,4754,148.8382733,-21.2242265
4756,0,0,1,4756,148.577239,-21.1234579
4757,0,0,1,4757,148.5086818,-21.2156464
4798,0,0,1,4798,148.7717042,-20.8119331
4799,0,0,1,4799,148.6236338,-20.6881443
4800,0,0.6996,0.3004,4800,148.5807213,-20.4049878
4801,0,1,0,4801,148.8891105,-20.050439
4802,0,0.7778,0.2222,4802,148.7169163,-20.2674989
4803,0,0,1,4803,148.9521567,-20.3554219
4804,0,0,1,4804,147.8443629,-20.5530661
4805,0,0.9563,0.0437,4805,151.700565,-22.5822615
4806,0,1,0,4806,147.3722545,-19.9245624
4807,0,0.9746,0.0254,4807,147.1464245,-19.9200364
4808,0,1,0,4808,147.3559601,-19.5553717
4809,0,1,0,4809,147.1399099,-19.5702853
4810,1,0,0,4810,147.0379125,-19.35682
4811,1,0,0,4811,146.8198691,-19.360968
4812,1,0,0,4812,146.7917682,-19.2873647
4813,1,0,0,4813,Unknown,Unknown
4814,1,0,0,4814,146.7552341,-19.2878252
4815,1,0,0,4815,146.7244769,-19.3884456
4816,0.6227,0,0.3773,4816,145.1375834,-21.1851758
4817,1,0,0,4817,146.6060735,-19.3321474
4818,1,0,0,4818,146.5168094,-19.2049974
4819,1,0,0,4819,146.8451379,-19.1547801
4820,0,0.809,0.191,4820,146.2585756,-20.0762578
4821,0,0,1,4821,144.1997353,-20.8464738
4822,0,0,1,4822,143.045893,-20.031224
4823,0,0,1,4823,141.6834275,-20.975595
4824,0,0,1,4824,140.3481835,-19.9853306
4825,0,0,1,4825,138.3988186,-20.6905688
4828,0,0,1,4828,138.1213302,-19.9206858
4829,0,0,1,4829,139.6911374,-23.5827727
4830,0,0,1,4830,138.8799972,-17.5800577
4849,0,1,0,4849,146.1588712,-18.3022077
4850,0,1,0,4850,146.1622593,-18.6498411
4852,0,1,0,4852,146.0972186,-17.8666147
4854,0,0.8133,0.1867,4854,145.8023118,-17.983313
4855,0,1,0,4855,146.0000983,-17.8000401
4856,0,1,0,4856,145.8913207,-17.753872
4857,0,1,0,4857,146.0208179,-17.7470929
4858,0,1,0,4858,146.0702738,-17.5833191
4859,0,1,0,4859,145.9955686,-17.5972126
4860,0,1,0,4860,146.0278258,-17.5226829
4861,1,0,0,4861,145.9275759,-17.3407399
4865,1,0,0,4865,145.7847472,-17.0923129
4868,1,0,0,4868,145.7464633,-16.9678678
4869,1,0,0,4869,145.7448496,-17.0187557
4870,1,0,0,4870,145.7405497,-16.918648
4871,0.6071,0,0.3929,4871,143.2244216,-18.5471467
4872,0.8326,0,0.1674,4872,144.9611836,-18.0178418
4873,0,0.7896,0.2104,4873,145.2701235,-16.2446478
4874,0,0,1,4874,141.8707759,-12.6318718
4875,0,0,1,4875,142.2193697,-10.5799693
4876,0,0,1,4876,142.369048,-10.8500975
4877,0,1,0,4877,145.4652682,-16.5257098
4878,1,0,0,4878,145.6908596,-16.8314187
4879,1,0,0,4879,145.6717627,-16.7705777
4880,0,1,0,4880,145.3585972,-16.9941129
4881,0,1,0,4881,145.6333317,-16.8167422
4882,0,1,0,4882,145.4517071,-17.2031744
4883,0,1,0,4883,145.4858493,-17.2661339
4884,0,1,0,4884,145.5830739,-17.2711364
4885,0,1,0,4885,145.5936206,-17.3535838
4886,0,1,0,4886,145.6023644,-17.5121402
4887,0,1,0,4887,145.093449,-17.4318581
4888,0,1,0,4888,145.4471613,-17.5839985
4890,0,0,1,4890,141.1794546,-17.5123583
4891,0,0,1,4891,140.8768541,-17.4912391
4895,0,0,1,4895,145.3186989,-15.9452239
4999,0,0,1,4999,Unknown,Unknown
5000,1,0,0,5000,138.6038129,-34.9328294
5001,1,0,0,5001,138.5955162,-34.9219457
5005,1,0,0,5005,Unknown,Unknown
5006,1,0,0,5006,138.5962997,-34.9091145
5007,1,0,0,5007,138.571263,-34.9033293
5008,1,0,0,5008,138.567,-34.888
5009,1,0,0,5009,138.5512419,-34.8950354
5010,1,0,0,5010,138.5637543,-34.8612941
5011,1,0,0,5011,138.5337293,-34.8854877
5012,1,0,0,5012,138.5437358,-34.8621629
5013,1,0,0,5013,138.5437358,-34.8438433
5014,1,0,0,5014,138.5137217,-34.8680352
5015,1,0,0,5015,138.5037206,-34.8455742
5016,1,0,0,5016,138.4937213,-34.8231111
5017,1,0,0,5017,138.4937213,-34.8047928
5018,1,0,0,5018,138.4937213,-34.7773088
5019,1,0,0,5019,138.4812248,-34.8476837
5020,1,0,0,5020,138.4862231,-34.86349
5021,1,0,0,5021,138.496221,-34.8722171
5022,1,0,0,5022,138.496221,-34.9042495
5023,1,0,0,5023,138.5137217,-34.8954981
5024,1,0,0,5024,138.5137217,-34.9229531
5025,1,0,0,5025,138.5362308,-34.9117
5028,1,0,0,5028,Unknown,Unknown
5031,1,0,0,5031,138.5662571,-34.924146
5032,1,0,0,5032,138.5437358,-34.9262534
5033,1,0,0,5033,138.5612516,-34.9403794
5034,1,0,0,5034,138.5912914,-34.9528246
5035,1,0,0,5035,138.5762695,-34.9511792
5037,1,0,0,5037,138.5512419,-34.9545329
5038,1,0,0,5038,138.5537441,-34.9670082
5039,1,0,0,5039,138.5737662,-34.9844595
5040,1,0,0,5040,138.5312279,-34.9645281
5041,1,0,0,5041,138.5937955,-34.9836086
5042,1,0,0,5042,138.5837799,-35.0069082
5043,1,0,0,5043,138.5537441,-34.9944528
5044,1,0,0,5044,138.5262256,-34.9944627
5045,1,0,0,5045,138.5162223,-34.9765911
5046,1,0,0,5046,138.5437358,-35.008591
5047,1,0,0,5047,138.5537441,-35.0310331
5048,1,0,0,5048,138.5237246,-35.0185675
5049,1,0,0,5049,138.5237246,-35.0459889
5050,1,0,0,5050,138.5837799,-35.025203
5051,1,0,0,5051,138.623853,-35.0326583
5052,1,0,0,5052,138.6439004,-35.004348
5061,1,0,0,5061,138.6063175,-34.9544679
5062,1,0,0,5062,138.6338758,-34.9818924
5063,1,0,0,5063,138.6213476,-34.9515307
5064,1,0,0,5064,138.6439004,-34.9585672
5065,1,0,0,5065,138.6439004,-34.9402486
5066,1,0,0,5066,138.663955,-34.9485341
5067,1,0,0,5067,138.6313699,-34.9236189
5068,1,0,0,5068,138.6564337,-34.9202316
5069,1,0,0,5069,138.6263585,-34.9078055
5070,1,0,0,5070,138.6413941,-34.8956922
5071,1,0,0,5071,Unknown,Unknown
5072,1,0,0,5072,138.7040858,-34.9101042
5073,1,0,0,5073,138.6815087,-34.8939181
5074,1,0,0,5074,138.6714773,-34.8806117
5075,1,0,0,5075,138.6764928,-34.8689266
5076,1,0,0,5076,138.7040858,-34.873423
5078,1,0,0,5078,Unknown,Unknown
5081,1,0,0,5081,138.6163371,-34.8899195
5082,1,0,0,5082,138.5937955,-34.8828879
5083,1,0,0,5083,138.6113271,-34.8786853
5084,1,0,0,5084,138.5937955,-34.8553998
5085,1,0,0,5085,138.613832,-34.854518
5086,1,0,0,5086,138.6413941,-34.8590277
5087,1,0,0,5087,138.6464068,-34.8702649
5088,1,0,0,5088,138.6714773,-34.8531022
5089,1,0,0,5089,138.7342029,-34.8491256
5090,1,0,0,5090,138.6965591,-34.8450957
5091,1,0,0,5091,138.7342029,-34.8215901
5092,1,0,0,5092,138.6840168,-34.8192845
5093,1,0,0,5093,138.6614478,-34.8352083
5094,1,0,0,5094,138.56876,-34.8038009
5095,1,0,0,5095,138.613832,-34.8178472
5096,1,0,0,5096,138.6539268,-34.8068805
5097,1,0,0,5097,138.7040858,-34.8183744
5098,1,0,0,5098,138.6413941,-34.8315199
5100,1,0,0,5100,Unknown,Unknown
5101,1,0,0,5101,NA,NA
5102,1,0,0,5102,NA,NA
5103,1,0,0,5103,NA,NA
5104,1,0,0,5104,NA,NA
5105,1,0,0,5105,NA,NA
5106,1,0,0,5106,138.6363818,-34.7927625
5107,1,0,0,5107,138.613832,-34.7811623
5108,1,0,0,5108,138.6288642,-34.7552535
5109,1,0,0,5109,138.673985,-34.7692638
5110,0.8264,0.1736,0,5110,138.56876,-34.7304381
5111,1,0,0,5111,138.6288642,-34.7185389
5112,1,0,0,5112,138.673985,-34.7325385
